popularity,profit,budget,revenue,original_title,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.048493,0,0,0,All This Mayhem,Eddie Martin,104,Documentary,Vice Films,6/5/14,17,7.4,2014,0.0,0.0
0.132698,-200000,200000,0,Plague,Kostas Ouzas|Nick Kozakis,86,Drama,Burning Ships Productions,10/30/14,11,3.9,2014,184218.210154291,0.0
0.132698,-200000,200000,0,Plague,Kostas Ouzas|Nick Kozakis,86,Horror,Burning Ships Productions,10/30/14,11,3.9,2014,184218.210154291,0.0
0.046303,0,0,0,Vie Sauvage,C̩dric Kahn,106,Drama,Les Films du Lendemain|Les Films Du Fleuve|Belgacom|France 2 Cin̩ma,10/29/14,14,6.0,2014,0.0,0.0
0.190655,0,0,0,To Be Takei,Jennifer M. Kroot,94,Documentary,Rainbow Shooting Star Pictures|Dodgeville Films,8/22/14,15,6.5,2014,0.0,0.0
0.042677,0,0,0,Nas: Time Is Illmatic,One9,74,Documentary,Tribeca Film|Illa Films,4/4/14,19,6.9,2014,0.0,0.0
0.042677,0,0,0,Nas: Time Is Illmatic,One9,74,Music,Tribeca Film|Illa Films,4/4/14,19,6.9,2014,0.0,0.0
0.037459,-3250000,3250000,0,Treehouse,Michael G. Bartlett,0,Thriller,Tiberius Film,10/20/14,16,3.4,2014,2993545.91500724,0.0
0.037459,-3250000,3250000,0,Treehouse,Michael G. Bartlett,0,Horror,Tiberius Film,10/20/14,16,3.4,2014,2993545.91500724,0.0
0.037459,-3250000,3250000,0,Treehouse,Michael G. Bartlett,0,Mystery,Tiberius Film,10/20/14,16,3.4,2014,2993545.91500724,0.0
0.034572,0,0,0,The 10 Year Plan,J.C. Calciano,90,Romance,Cinema 175,9/6/14,11,6.1,2014,0.0,0.0
0.034572,0,0,0,The 10 Year Plan,J.C. Calciano,90,Comedy,Cinema 175,9/6/14,11,6.1,2014,0.0,0.0
0.032878,0,0,0,Ardennes Fury,Joseph J. Lawson,87,War,The Asylum,11/11/14,19,5.2,2014,0.0,0.0
0.032878,0,0,0,Ardennes Fury,Joseph J. Lawson,87,Action,The Asylum,11/11/14,19,5.2,2014,0.0,0.0
0.036904,0,0,0,Tim Maia,Mauro Lima,0,Documentary,Globo Filmes,10/30/14,14,6.0,2014,0.0,0.0
0.036904,0,0,0,Tim Maia,Mauro Lima,0,Drama,Globo Filmes,10/30/14,14,6.0,2014,0.0,0.0
0.036904,0,0,0,Tim Maia,Mauro Lima,0,Music,Globo Filmes,10/30/14,14,6.0,2014,0.0,0.0
0.027994,4878242,0,4878242,Tracks,John Curran,112,Adventure,See-Saw Films,3/6/14,132,7.0,2014,0.0,4493305.04969746
0.027994,4878242,0,4878242,Tracks,John Curran,112,Drama,See-Saw Films,3/6/14,132,7.0,2014,0.0,4493305.04969746
0.02592,0,0,0,Maidentrip,Jillian Schlesinger,82,Adventure,CoPilot Pictures,1/17/14,16,7.2,2014,0.0,0.0
0.02592,0,0,0,Maidentrip,Jillian Schlesinger,82,Documentary,CoPilot Pictures,1/17/14,16,7.2,2014,0.0,0.0
0.022635,0,0,0,Chelsea Peretti: One of the Greats,Lance Bangs,74,Comedy,New Wave Entertainment Television,11/14/14,26,6.6,2014,0.0,0.0
0.021498,0,0,0,The After,Chris Carter,60,Mystery,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014,0.0,0.0
0.021498,0,0,0,The After,Chris Carter,60,Drama,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014,0.0,0.0
0.021498,0,0,0,The After,Chris Carter,60,Fantasy,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014,0.0,0.0
0.021036,0,0,0,The Trip to Italy,Michael Winterbottom,108,Comedy,Revolution Films,4/24/14,66,6.3,2014,0.0,0.0
0.021036,0,0,0,The Trip to Italy,Michael Winterbottom,108,Drama,Revolution Films,4/24/14,66,6.3,2014,0.0,0.0
0.020923,5240,0,5240,The Dead Lands,Toa Fraser,108,Action,General Film Corporation,9/4/14,21,6.0,2014,0.0,4826.51710604244
0.0174,0,0,0,Ambition,Tomek Baginski,6,Science Fiction,Platige Image,10/24/14,30,6.9,2014,0.0,0.0
0.018014,-8500000,8500000,0,Corner Gas: The Movie,David Storey,90,Family,Telefilm Canada|Bell Media,12/3/14,11,5.4,2014,7829273.9315574,0.0
0.018014,-8500000,8500000,0,Corner Gas: The Movie,David Storey,90,Comedy,Telefilm Canada|Bell Media,12/3/14,11,5.4,2014,7829273.9315574,0.0
0.017292,0,0,0,The Overnighters,Jesse Moss,102,Drama,Mile End Films West,10/10/14,20,6.8,2014,0.0,0.0
0.017292,0,0,0,The Overnighters,Jesse Moss,102,Documentary,Mile End Films West,10/10/14,20,6.8,2014,0.0,0.0
0.015776,0,0,0,Altar,Nick Willing,95,Mystery,Screen Yorkshire|Content Media Corp.|Great Point Media|Pygmalion Productions,12/27/14,23,4.1,2014,0.0,0.0
0.015776,0,0,0,Altar,Nick Willing,95,Horror,Screen Yorkshire|Content Media Corp.|Great Point Media|Pygmalion Productions,12/27/14,23,4.1,2014,0.0,0.0
0.005725,0,0,0,"Fat, Sick & Nearly Dead 2",Kurt Engfehr,89,Documentary,Reboot USA,9/18/14,14,6.5,2014,0.0,0.0
0.012325,0,0,0,Nowitzki: The Perfect Shot,Sebastian Dehnhardt,106,Documentary,Broadview Pictures,9/18/14,18,6.8,2014,0.0,0.0
0.011229,0,0,0,Berkshire County,Audrey Cummings,83,Horror,A71 Productions|Narrow Edge Productions|High Star Entertainment,10/5/14,15,5.5,2014,0.0,0.0
0.011229,0,0,0,Berkshire County,Audrey Cummings,83,Thriller,A71 Productions|Narrow Edge Productions|High Star Entertainment,10/5/14,15,5.5,2014,0.0,0.0
0.002922,-5,5,0,Des Lendemains Qui Chantent,Nicolas Castro,94,Comedy,UGC Distribution,8/20/14,13,6.0,2014,4.60545525385729,0.0
0.010047,0,0,0,Main Tera Hero,David Dhawan,128,Romance,Balaji Motion Pictures,4/4/14,12,5.8,2014,0.0,0.0
0.010047,0,0,0,Main Tera Hero,David Dhawan,128,Comedy,Balaji Motion Pictures,4/4/14,12,5.8,2014,0.0,0.0
0.005972,0,0,0,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,David Gregory,100,Documentary,Severin Films,8/24/14,16,7.1,2014,0.0,0.0
0.044654,0,0,0,Kill Dil,Shaad Ali,127,Drama,Yash Raj Films,12/14/14,13,5.2,2014,0.0,0.0
0.044654,0,0,0,Kill Dil,Shaad Ali,127,Action,Yash Raj Films,12/14/14,13,5.2,2014,0.0,0.0
0.044654,0,0,0,Kill Dil,Shaad Ali,127,Crime,Yash Raj Films,12/14/14,13,5.2,2014,0.0,0.0
0.147999,0,0,0,We Still Kill the Old Way,Sacha Bennett,94,Crime,Richwater Films,12/12/14,11,4.9,2014,0.0,0.0
0.004853,0,0,0,One Direction: Where We Are - The Concert,Paul Dugdale,106,Documentary,Fulwell 73,10/8/14,32,8.3,2014,0.0,0.0
0.004853,0,0,0,One Direction: Where We Are - The Concert,Paul Dugdale,106,Music,Fulwell 73,10/8/14,32,8.3,2014,0.0,0.0
0.034538,0,0,0,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,100,Documentary,Australian Broadcasting Corporation,5/27/14,16,6.7,2014,0.0,0.0
0.032049,0,0,0,Anatomy of a Love Seen,Marina Rice Bader,86,Romance,Soul Kiss Films,7/28/14,18,4.2,2014,0.0,0.0
0.032049,0,0,0,Anatomy of a Love Seen,Marina Rice Bader,86,Drama,Soul Kiss Films,7/28/14,18,4.2,2014,0.0,0.0
12.037933,764398007,11000000,775398007,Star Wars,George Lucas,121,Adventure,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977,39575591.3582738,2789712242.27745
12.037933,764398007,11000000,775398007,Star Wars,George Lucas,121,Action,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977,39575591.3582738,2789712242.27745
12.037933,764398007,11000000,775398007,Star Wars,George Lucas,121,Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977,39575591.3582738,2789712242.27745
2.379469,171438673,14000000,185438673,The Spy Who Loved Me,Lewis Gilbert,125,Adventure,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
2.379469,171438673,14000000,185438673,The Spy Who Loved Me,Lewis Gilbert,125,Action,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
2.379469,171438673,14000000,185438673,The Spy Who Loved Me,Lewis Gilbert,125,Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977,50368934.4559849,667167740.424415
1.719385,70015869,1200000,71215869,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Fantasy,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214
1.719385,70015869,1200000,71215869,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Family,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214
1.719385,70015869,1200000,71215869,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Animation,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214
1.719385,70015869,1200000,71215869,The Rescuers,John Lounsbery|Wolfgang Reitherman|Art Stevens,78,Adventure,Walt Disney Productions,6/22/77,332,6.6,1977,4317337.23908442,256219102.706214
1.179653,34251425,4000000,38251425,Annie Hall,Woody Allen,93,Comedy,United Artists,4/19/77,493,7.6,1977,14391124.1302814,137620251.333787
1.179653,34251425,4000000,38251425,Annie Hall,Woody Allen,93,Drama,United Artists,4/19/77,493,7.6,1977,14391124.1302814,137620251.333787
1.179653,34251425,4000000,38251425,Annie Hall,Woody Allen,93,Romance,United Artists,4/19/77,493,7.6,1977,14391124.1302814,137620251.333787
1.104997,-10000000,10000000,0,Pete's Dragon,Don Chaffey,128,Fantasy,Walt Disney Productions,11/3/77,113,6.4,1977,35977810.3257035,0.0
1.104997,-10000000,10000000,0,Pete's Dragon,Don Chaffey,128,Animation,Walt Disney Productions,11/3/77,113,6.4,1977,35977810.3257035,0.0
1.104997,-10000000,10000000,0,Pete's Dragon,Don Chaffey,128,Comedy,Walt Disney Productions,11/3/77,113,6.4,1977,35977810.3257035,0.0
1.104997,-10000000,10000000,0,Pete's Dragon,Don Chaffey,128,Family,Walt Disney Productions,11/3/77,113,6.4,1977,35977810.3257035,0.0
1.104816,283788635,20000000,303788635,Close Encounters of the Third Kind,Steven Spielberg,135,Science Fiction,Columbia Pictures Corporation|EMI Films|Julia Phillips and Michael Phillips Productions,11/16/77,600,7.0,1977,71955620.651407,1092964988.91343
1.104816,283788635,20000000,303788635,Close Encounters of the Third Kind,Steven Spielberg,135,Drama,Columbia Pictures Corporation|EMI Films|Julia Phillips and Michael Phillips Productions,11/16/77,600,7.0,1977,71955620.651407,1092964988.91343
1.048838,28750000,22000000,50750000,A Bridge Too Far,Richard Attenborough,175,Drama,Joseph E. Levine Productions,6/15/77,109,6.4,1977,79151182.7165477,182587387.402945
1.048838,28750000,22000000,50750000,A Bridge Too Far,Richard Attenborough,175,History,Joseph E. Levine Productions,6/15/77,109,6.4,1977,79151182.7165477,182587387.402945
1.048838,28750000,22000000,50750000,A Bridge Too Far,Richard Attenborough,175,War,Joseph E. Levine Productions,6/15/77,109,6.4,1977,79151182.7165477,182587387.402945
0.912502,0,0,0,The Many Adventures of Winnie the Pooh,John Lounsbery|Wolfgang Reitherman,74,Animation,Walt Disney Productions,3/11/77,75,7.1,1977,0.0,0.0
0.912502,0,0,0,The Many Adventures of Winnie the Pooh,John Lounsbery|Wolfgang Reitherman,74,Family,Walt Disney Productions,3/11/77,75,7.1,1977,0.0,0.0
0.905657,0,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,105,Romance,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
0.905657,0,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,105,Comedy,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
0.905657,0,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,105,Family,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
0.905657,0,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,105,Action,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
0.905657,0,0,0,Herbie Goes To Monte Carlo,Vincent McEveety,105,Adventure,Walt Disney Productions,6/24/77,36,6.4,1977,0.0,0.0
0.75125,12500000,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,113,Action,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.6139962,57564496.5211256
0.75125,12500000,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,113,Adventure,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.6139962,57564496.5211256
0.75125,12500000,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,113,Family,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.6139962,57564496.5211256
0.75125,12500000,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,113,Fantasy,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.6139962,57564496.5211256
0.75125,12500000,3500000,16000000,Sinbad and the Eye of the Tiger,Sam Wanamaker,113,Science Fiction,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977,12592233.6139962,57564496.5211256
0.622492,0,0,0,March or Die,Dick Richards,107,Action,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977,0.0,0.0
0.622492,0,0,0,March or Die,Dick Richards,107,Adventure,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977,0.0,0.0
0.622492,0,0,0,March or Die,Dick Richards,107,Drama,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977,0.0,0.0
0.622492,0,0,0,March or Die,Dick Richards,107,War,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977,0.0,0.0
0.602862,233613184,3500000,237113184,Saturday Night Fever,John Badham,118,Drama,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,192,6.3,1977,12592233.6139962,853081315.967563
0.602862,233613184,3500000,237113184,Saturday Night Fever,John Badham,118,Music,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,192,6.3,1977,12592233.6139962,853081315.967563
0.560826,27663038,3400000,31063038,High Anxiety,Mel Brooks,94,Comedy,Twentieth Century Fox Film Corporation|Crossbow Productions,12/25/77,29,6.2,1977,12232455.5107391,111758008.930412
0.560826,27663038,3400000,31063038,High Anxiety,Mel Brooks,94,Music,Twentieth Century Fox Film Corporation|Crossbow Productions,12/25/77,29,6.2,1977,12232455.5107391,111758008.930412
0.541642,126737428,0,126737428,Smokey and the Bandit,Hal Needham,96,Action,Universal Pictures,5/26/77,93,6.9,1977,0.0,455973514.57515
0.541642,126737428,0,126737428,Smokey and the Bandit,Hal Needham,96,Adventure,Universal Pictures,5/26/77,93,6.9,1977,0.0,455973514.57515
0.541642,126737428,0,126737428,Smokey and the Bandit,Hal Needham,96,Comedy,Universal Pictures,5/26/77,93,6.9,1977,0.0,455973514.57515
0.520725,0,0,0,Pumping Iron,George Butler|Robert Fiore,85,Documentary,White Mountain Films,1/18/77,71,7.0,1977,0.0,0.0
0.49548,20914658,5500000,26414658,The Gauntlet,Clint Eastwood,109,Drama,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
0.49548,20914658,5500000,26414658,The Gauntlet,Clint Eastwood,109,Action,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
0.49548,20914658,5500000,26414658,The Gauntlet,Clint Eastwood,109,Crime,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
0.49548,20914658,5500000,26414658,The Gauntlet,Clint Eastwood,109,Thriller,Malpaso Productions|Warner Bros.,12/21/77,45,6.7,1977,19787795.6791369,95034155.5342327
0.474001,-6000000,6000000,0,Cross of Iron,Sam Peckinpah,132,Drama,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6.0,1977,21586686.1954221,0.0
0.474001,-6000000,6000000,0,Cross of Iron,Sam Peckinpah,132,Action,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6.0,1977,21586686.1954221,0.0
0.474001,-6000000,6000000,0,Cross of Iron,Sam Peckinpah,132,History,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6.0,1977,21586686.1954221,0.0
0.474001,-6000000,6000000,0,Cross of Iron,Sam Peckinpah,132,War,ITC Entertainment|Terra-Filmkunst|EMI Films|Rapid Film,1/29/77,37,6.0,1977,21586686.1954221,0.0
0.434509,0,0,0,"New York, New York",Martin Scorsese,155,Drama,United Artists|Chartoff-Winkler Productions,6/21/77,32,5.6,1977,0.0,0.0
0.434509,0,0,0,"New York, New York",Martin Scorsese,155,Music,United Artists|Chartoff-Winkler Productions,6/21/77,32,5.6,1977,0.0,0.0
0.434509,0,0,0,"New York, New York",Martin Scorsese,155,Romance,United Artists|Chartoff-Winkler Productions,6/21/77,32,5.6,1977,0.0,0.0
0.407317,28000000,0,28000000,Slap Shot,George Roy Hill,123,Drama,Universal Pictures,2/25/77,49,7.3,1977,0.0,100737868.911969
0.407317,28000000,0,28000000,Slap Shot,George Roy Hill,123,Comedy,Universal Pictures,2/25/77,49,7.3,1977,0.0,100737868.911969
0.400457,-900000,900000,0,The Duellists,Ridley Scott,100,Drama,Enigma Productions,8/31/77,31,5.9,1977,3238002.92931331,0.0
0.400457,-900000,900000,0,The Duellists,Ridley Scott,100,War,Enigma Productions,8/31/77,31,5.9,1977,3238002.92931331,0.0
0.398651,0,0,0,Julia,Fred Zinnemann,117,Drama,Twentieth Century Fox Film Corporation,10/2/77,10,5.0,1977,0.0,0.0
0.391055,0,0,0,Audrey Rose,Robert Wise,113,Fantasy,Sterobcar Productions,4/6/77,12,5.5,1977,0.0,0.0
0.391055,0,0,0,Audrey Rose,Robert Wise,113,Drama,Sterobcar Productions,4/6/77,12,5.5,1977,0.0,0.0
0.391055,0,0,0,Audrey Rose,Robert Wise,113,Horror,Sterobcar Productions,4/6/77,12,5.5,1977,0.0,0.0
0.391055,0,0,0,Audrey Rose,Robert Wise,113,Thriller,Sterobcar Productions,4/6/77,12,5.5,1977,0.0,0.0
0.375967,16749142,14000000,30749142,Exorcist II: The Heretic,John Boorman,118,Horror,Warner Bros.,6/17/77,56,4.6,1977,50368934.4559849,110628679.855412
0.375967,16749142,14000000,30749142,Exorcist II: The Heretic,John Boorman,118,Thriller,Warner Bros.,6/17/77,56,4.6,1977,50368934.4559849,110628679.855412
0.375967,16749142,14000000,30749142,Exorcist II: The Heretic,John Boorman,118,Fantasy,Warner Bros.,6/17/77,56,4.6,1977,50368934.4559849,110628679.855412
0.373131,24000000,6000000,30000000,Airport '77,Jerry Jameson,114,Action,Universal Pictures,3/11/77,25,5.7,1977,21586686.1954221,107933430.97711
0.373131,24000000,6000000,30000000,Airport '77,Jerry Jameson,114,Adventure,Universal Pictures,3/11/77,25,5.7,1977,21586686.1954221,107933430.97711
0.373131,24000000,6000000,30000000,Airport '77,Jerry Jameson,114,Drama,Universal Pictures,3/11/77,25,5.7,1977,21586686.1954221,107933430.97711
0.373131,24000000,6000000,30000000,Airport '77,Jerry Jameson,114,Thriller,Universal Pictures,3/11/77,25,5.7,1977,21586686.1954221,107933430.97711
0.346062,0,0,0,Jabberwocky,Terry Gilliam,105,Fantasy,Umbrella Films|Python Films,3/28/77,21,5.8,1977,0.0,0.0
0.346062,0,0,0,Jabberwocky,Terry Gilliam,105,Comedy,Umbrella Films|Python Films,3/28/77,21,5.8,1977,0.0,0.0
0.331417,6990000,10000,7000000,Eraserhead,David Lynch,89,Science Fiction,American Film Institute (AFI)|Libra Films,3/19/77,194,7.1,1977,35977.8103257035,25184467.2279924
0.331417,6990000,10000,7000000,Eraserhead,David Lynch,89,Fantasy,American Film Institute (AFI)|Libra Films,3/19/77,194,7.1,1977,35977.8103257035,25184467.2279924
0.331417,6990000,10000,7000000,Eraserhead,David Lynch,89,Horror,American Film Institute (AFI)|Libra Films,3/19/77,194,7.1,1977,35977.8103257035,25184467.2279924
0.331417,6990000,10000,7000000,Eraserhead,David Lynch,89,Drama,American Film Institute (AFI)|Libra Films,3/19/77,194,7.1,1977,35977.8103257035,25184467.2279924
0.320214,0,0,0,Rolling Thunder,John Flynn,95,Action,American International Pictures (AIP),10/14/77,19,6.3,1977,0.0,0.0
0.320214,0,0,0,Rolling Thunder,John Flynn,95,Crime,American International Pictures (AIP),10/14/77,19,6.3,1977,0.0,0.0
0.320214,0,0,0,Rolling Thunder,John Flynn,95,Drama,American International Pictures (AIP),10/14/77,19,6.3,1977,0.0,0.0
0.320214,0,0,0,Rolling Thunder,John Flynn,95,Thriller,American International Pictures (AIP),10/14/77,19,6.3,1977,0.0,0.0
0.318679,0,0,0,The Message,Moustapha Akkad,177,Adventure,Filmco International Productions,3/9/77,45,7.2,1977,0.0,0.0
0.318679,0,0,0,The Message,Moustapha Akkad,177,Drama,Filmco International Productions,3/9/77,45,7.2,1977,0.0,0.0
0.318679,0,0,0,The Message,Moustapha Akkad,177,Action,Filmco International Productions,3/9/77,45,7.2,1977,0.0,0.0
0.318679,0,0,0,The Message,Moustapha Akkad,177,History,Filmco International Productions,3/9/77,45,7.2,1977,0.0,0.0
0.312358,-3000000,3000000,0,The Hobbit,"Jules Bass|Arthur Rankin, Jr.",77,Adventure,Rankin/Bass Productions,11/27/77,46,5.8,1977,10793343.097711,0.0
0.312358,-3000000,3000000,0,The Hobbit,"Jules Bass|Arthur Rankin, Jr.",77,Animation,Rankin/Bass Productions,11/27/77,46,5.8,1977,10793343.097711,0.0
0.312358,-3000000,3000000,0,The Hobbit,"Jules Bass|Arthur Rankin, Jr.",77,Family,Rankin/Bass Productions,11/27/77,46,5.8,1977,10793343.097711,0.0
0.304285,0,0,0,The Man in the Iron Mask,Mike Newell,100,History,Norman Rosemont Productions,7/7/77,11,5.9,1977,0.0,0.0
0.304285,0,0,0,The Man in the Iron Mask,Mike Newell,100,Adventure,Norman Rosemont Productions,7/7/77,11,5.9,1977,0.0,0.0
0.280166,0,0,0,Black Sunday,John Frankenheimer,143,Action,Paramount Pictures,3/11/77,13,6.1,1977,0.0,0.0
0.280166,0,0,0,Black Sunday,John Frankenheimer,143,Adventure,Paramount Pictures,3/11/77,13,6.1,1977,0.0,0.0
0.280166,0,0,0,Black Sunday,John Frankenheimer,143,Drama,Paramount Pictures,3/11/77,13,6.1,1977,0.0,0.0
0.280166,0,0,0,Black Sunday,John Frankenheimer,143,Thriller,Paramount Pictures,3/11/77,13,6.1,1977,0.0,0.0
0.267177,0,0,0,Candleshoe,Norman Tokar,101,Family,Walt Disney Productions,12/16/77,15,7.1,1977,0.0,0.0
0.062898,0,0,0,The Serpent's Egg,Ingmar Bergman,120,Drama,De Laurentiis|Bavaria Film|Zweites Deutsches Fernsehen (ZDF)|Rialto Films,10/28/77,12,5.3,1977,0.0,0.0
0.062898,0,0,0,The Serpent's Egg,Ingmar Bergman,120,Mystery,De Laurentiis|Bavaria Film|Zweites Deutsches Fernsehen (ZDF)|Rialto Films,10/28/77,12,5.3,1977,0.0,0.0
0.241629,0,0,0,The White Buffalo,J. Lee Thompson,97,Western,Dino De Laurentiis Company,5/1/77,10,5.6,1977,0.0,0.0
0.228797,8717854,6000000,14717854,Orca: The Killer Whale,Michael Anderson,92,Drama,Dino de Laurentiis Cinematografica,7/22/77,25,5.0,1977,21586686.1954221,52951615.9613396
0.228797,8717854,6000000,14717854,Orca: The Killer Whale,Michael Anderson,92,Adventure,Dino de Laurentiis Cinematografica,7/22/77,25,5.0,1977,21586686.1954221,52951615.9613396
0.228797,8717854,6000000,14717854,Orca: The Killer Whale,Michael Anderson,92,Horror,Dino de Laurentiis Cinematografica,7/22/77,25,5.0,1977,21586686.1954221,52951615.9613396
0.219941,-10000000,22000000,12000000,Sorcerer,William Friedkin,121,Action,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,48,7.4,1977,79151182.7165477,43173372.3908442
0.219941,-10000000,22000000,12000000,Sorcerer,William Friedkin,121,Thriller,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,48,7.4,1977,79151182.7165477,43173372.3908442
0.219941,-10000000,22000000,12000000,Sorcerer,William Friedkin,121,Adventure,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,48,7.4,1977,79151182.7165477,43173372.3908442
0.191541,448000,810000,1258000,The Last Wave,Peter Weir,106,Drama,Australian Film Commission,1/1/77,12,5.8,1977,2914202.63638198,4526008.5389735
0.191541,448000,810000,1258000,The Last Wave,Peter Weir,106,Thriller,Australian Film Commission,1/1/77,12,5.8,1977,2914202.63638198,4526008.5389735
0.191541,448000,810000,1258000,The Last Wave,Peter Weir,106,Mystery,Australian Film Commission,1/1/77,12,5.8,1977,2914202.63638198,4526008.5389735
0.078067,41687243,0,41687243,"Oh, God!",Carl Reiner,98,Fantasy,Warner Bros.,10/7/77,15,5.6,1977,0.0,149981572.165551
0.078067,41687243,0,41687243,"Oh, God!",Carl Reiner,98,Comedy,Warner Bros.,10/7/77,15,5.6,1977,0.0,149981572.165551
0.288587,-1500000,1500000,0,3 Women,Robert Altman,124,Drama,Lions Gate Films,4/3/77,24,6.1,1977,5396671.54885552,0.0
0.164123,16500000,500000,17000000,Kingdom of the Spiders,John 'Bud' Cardos,97,Horror,Arachnid Productions Ltd.,8/24/77,16,5.7,1977,1798890.51628517,61162277.5536959
0.164123,16500000,500000,17000000,Kingdom of the Spiders,John 'Bud' Cardos,97,Science Fiction,Arachnid Productions Ltd.,8/24/77,16,5.7,1977,1798890.51628517,61162277.5536959
0.163315,0,0,0,The Car,Elliot Silverstein,96,Horror,Universal Pictures,5/12/77,24,6.2,1977,0.0,0.0
0.163315,0,0,0,The Car,Elliot Silverstein,96,Mystery,Universal Pictures,5/12/77,24,6.2,1977,0.0,0.0
0.175656999999999,7800000,1200000,9000000,Wizards,Ralph Bakshi,80,Animation,20th Century Fox,2/9/77,26,6.0,1977,4317337.23908442,32380029.2931331
0.175656999999999,7800000,1200000,9000000,Wizards,Ralph Bakshi,80,Fantasy,20th Century Fox,2/9/77,26,6.0,1977,4317337.23908442,32380029.2931331
0.175656999999999,7800000,1200000,9000000,Wizards,Ralph Bakshi,80,Science Fiction,20th Century Fox,2/9/77,26,6.0,1977,4317337.23908442,32380029.2931331
0.15041,0,0,0,Rollercoaster,James Goldstone,119,Action,Universal Pictures,6/10/77,10,6.0,1977,0.0,0.0
0.15041,0,0,0,Rollercoaster,James Goldstone,119,Thriller,Universal Pictures,6/10/77,10,6.0,1977,0.0,0.0
0.137351,24770000,230000,25000000,The Hills Have Eyes,Wes Craven,89,Horror,Blood Relations Co.,7/22/77,57,6.0,1977,827489.63749118,89944525.8142588
0.24469,0,0,0,Demon Seed,Donald Cammell,94,Horror,Metro-Goldwyn-Mayer (MGM),4/7/77,23,5.2,1977,0.0,0.0
0.24469,0,0,0,Demon Seed,Donald Cammell,94,Science Fiction,Metro-Goldwyn-Mayer (MGM),4/7/77,23,5.2,1977,0.0,0.0
0.125508999999999,-600000,600000,0,The Kentucky Fried Movie,John Landis,83,Comedy,Kentucky Fried Theatre,8/10/77,31,6.2,1977,2158668.61954221,0.0
