popularity,profit_adj,profit,budget,revenue,original_title,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_or_loss
0.090552,0.0,0,0,0,Paranormal Entity,Shane Van Dyke,88,Horror|Mystery|Thriller,The Asylum,12/22/09,21,4.6,2009,0.0,0.0,at cost
0.210628,0.0,0,0,0,Fear Island,Michael Storey,95,Horror|Thriller|Mystery,Pocketbook Productions|Waterfront Pictures,9/8/09,18,4.6,2009,0.0,0.0,at cost
0.287231,-10164004.3412495,-10000000,10000000,0,The Damned United,Tom Hooper,97,Drama,BBC Films|Columbia Pictures Corporation|Screen Yorkshire|Left Bank Pictures|Screen Yorkshire Production Fund,3/27/09,65,7.1,2009,10164004.3412495,0.0,loss
0.073533,0.0,0,0,0,CinÃ©man,Yann Moix,90,Comedy|Fantasy,TF1 Films Production|Scope Pictures|SAJ,10/28/09,16,3.3,2009,0.0,0.0,at cost
0.0734929999999999,91992712.0023271,90508336,0,90508336,Madea Goes to Jail,Tyler Perry,103,Comedy|Crime|Drama,"Lions Gate Films|Tyler Perry Company, The",2/16/09,35,6.9,2009,0.0,91992712.0023271,profit
0.0718299999999999,0.0,0,0,0,35 Rhums,Claire Denis,100,Drama|Foreign,Soudaine Compagnie,2/18/09,12,5.9,2009,0.0,0.0,at cost
0.090351,0.0,0,0,0,Don McKay,Jake Goldberger,87,Crime|Mystery|Thriller,Animus Films,4/24/09,10,4.5,2009,0.0,0.0,at cost
0.088781,0.0,0,0,0,The Wild and Wonderful Whites of West Virginia,Julien Nitzberg,86,Documentary,Dickhouse Productions|MTV Studios,4/1/09,13,5.7,2009,0.0,0.0,at cost
0.059697,0.0,0,0,0,Book of Blood,John Harrison,96,Horror|Drama|Mystery|Thriller,Scottish Screen|Matador Pictures|uFilm|Regent Capital|Entertainment Motion Pictures,3/7/09,22,5.3,2009,0.0,0.0,at cost
0.058977,0.0,0,0,0,La Guerre des Miss,Patrice Leconte,89,Comedy,Gaumont,1/14/09,12,5.5,2009,0.0,0.0,at cost
0.08649,0.0,0,0,0,Hamlet,Gregory Doran,185,Drama,NHK Enterprises|Illuminations|BBC Wales,12/26/09,13,6.4,2009,0.0,0.0,at cost
0.047028,0.0,0,0,0,The Winning Season,Jim Strouse,119,Comedy|Drama,Gigi Productions|Sneaky Pete Productions,1/19/09,21,6.1,2009,0.0,0.0,at cost
0.044425,0.0,0,0,0,Alien Trespass,R. W. Goodwin,90,Action|Adventure|Comedy|Science Fiction,Rangeland Productions,4/3/09,11,5.8,2009,0.0,0.0,at cost
0.043209,0.0,0,0,0,Bring It On: Fight to the Finish,Bille Woodruff,102,Comedy,Universal Studios Home Entertainment,7/31/09,59,5.4,2009,0.0,0.0,at cost
0.135759,0.0,0,0,0,Logorama,FranÃ§ois Alaux|HervÃ© de CrÃ©cy|Ludovic Houplain,16,Animation,H5|Autour de Minuit Productions|Little Minx Films,1/1/09,26,7.2,2009,0.0,0.0,at cost
0.029831,0.0,0,0,0,R.T.T.,FrÃ©dÃ©ric Berthe,88,Comedy,LGM Productions|Studio Canal,12/9/09,32,4.7,2009,0.0,0.0,at cost
0.024051,0.0,0,0,0,The Yes Men Fix the World,Andy Bichlbaum|Mike Bonanno|Kurt Engfehr,87,Documentary,Renegade Pictures,1/18/09,15,6.5,2009,0.0,0.0,at cost
0.021121,0.0,0,0,0,Deadline,Sean McConville,89,Drama|Horror|Thriller,Enso Entertainment|Films In Motion|KRU Studios,1/1/09,11,5.6,2009,0.0,0.0,at cost
0.021041,407224.899533899,400654,0,400654,Today's Special,David Kaplan,99,Comedy|Romance,Inimitable Pictures|Sweet180,10/14/09,18,6.3,2009,0.0,407224.899533899,profit
0.015926,0.0,0,0,0,Un'estate ai Caraibi,Carlo Vanzina,110,Comedy,Medusa Film,6/12/09,12,4.2,2009,0.0,0.0,at cost
0.169317,0.0,0,0,0,Table for Three,Michael Samonek,93,Comedy|Romance,Starz Media,1/1/09,12,4.3,2009,0.0,0.0,at cost
0.257762,0.0,0,0,0,His Name Was Jason: 30 Years of Friday the 13th,Daniel Farrands,90,Documentary|Horror,Paramount Pictures,2/3/09,16,6.9,2009,0.0,0.0,at cost
0.005502,0.0,0,0,0,Cencoroll,Atsuya Uki,25,Animation|Science Fiction,Aniplex|Anime Innovation Tokyo,7/28/09,11,6.0,2009,0.0,0.0,at cost
0.139545,0.0,0,0,0,De Dana Dan,Priyadarshan,166,Action|Comedy|Foreign,Baba Arts Limited Productions,11/27/09,11,4.4,2009,0.0,0.0,at cost
0.003432,0.0,0,0,0,Jim Jefferies: I Swear to God,John Moffitt,58,Comedy,HBO,5/16/09,11,7.0,2009,0.0,0.0,at cost
0.005289,0.0,0,0,0,Une semaine sur deux,Ivan CalbÃ©rac,98,Drama|Family,Mandarin Films,7/22/09,14,5.5,2009,0.0,0.0,at cost
0.001423,0.0,0,0,0,Circle of Eight,Stephen Cragg,84,Mystery|Horror,Bronson Avenue|Paramount Pictures Digital Entertainment|Mountain Dew Green Label Studios|Milchan / Van Eyssen,10/27/09,11,4.3,2009,0.0,0.0,at cost
9.363643,665500000.0,665500000,160000000,825500000,Inception,Christopher Nolan,148,Action|Thriller|Science Fiction|Mystery|Adventure,Legendary Pictures|Warner Bros.|Syncopy,7/14/10,9767,7.9,2010,160000000.0,825500000.0,profit
5.70486,423933331.0,423933331,200000000,623933331,Iron Man 2,Jon Favreau,124,Adventure|Action|Science Fiction,Marvel Studios,4/28/10,4920,6.6,2010,200000000.0,623933331.0,profit
5.57295,825467110.0,825467110,200000000,1025467110,Alice in Wonderland,Tim Burton,108,Family|Fantasy|Adventure,"Walt Disney Pictures|Team Todd|Tim Burton Productions|Roth Films|Zanuck Company, The",3/3/10,2853,6.3,2010,200000000.0,1025467110.0,profit
5.29318,314803731.0,314803731,13000000,327803731,Black Swan,Darren Aronofsky,108,Drama|Mystery|Thriller,Fox Searchlight Pictures|Dune Entertainment|Protozoa Pictures|Cross Creek Pictures,12/2/10,2597,7.1,2010,13000000.0,327803731.0,profit
4.840588,704305868.0,704305868,250000000,954305868,Harry Potter and the Deathly Hallows: Part 1,David Yates,146,Adventure|Fantasy|Family,Warner Bros.|Heyday Films,10/17/10,3467,7.4,2010,250000000.0,954305868.0,profit
3.791881,474513985.0,474513985,69000000,543513985,Despicable Me,Pierre Coffin|Chris Renaud,95,Action|Animation|Family,Universal Pictures|Illumination Entertainment,7/8/10,4851,7.1,2010,69000000.0,543513985.0,profit
3.74884,194470394.0,194470394,80000000,274470394,The Expendables,Sylvester Stallone,103,Action|Thriller,Millennium Films,8/3/10,2025,5.9,2010,80000000.0,274470394.0,profit
3.560424,329878759.0,329878759,165000000,494878759,How to Train Your Dragon,Dean DeBlois|Chris Sanders,98,Fantasy|Adventure|Animation|Family,DreamWorks Animation|Vertigo Entertainment|Mad Hatter Entertainment,3/5/10,2949,7.4,2010,165000000.0,494878759.0,profit
3.176169,214804195.0,214804195,80000000,294804195,Shutter Island,Martin Scorsese,138,Drama|Thriller|Mystery,Paramount Pictures|Appian Way|Phoenix Pictures|Sikelia Productions,2/18/10,3554,7.6,2010,80000000.0,294804195.0,profit
2.911727,230062763.0,230062763,170000000,400062763,TRON: Legacy,Joseph Kosinski,125,Adventure|Action|Science Fiction,Walt Disney Pictures|LivePlanet|Prana Studios|Sean Bailey Productions|Revolution Sun Studios,12/10/10,2026,6.3,2010,170000000.0,400062763.0,profit
2.865684,331794936.0,331794936,260000000,591794936,Tangled,Nathan Greno|Byron Howard,100,Animation|Family,Walt Disney Pictures|Walt Disney Animation Studios,11/24/10,2019,7.3,2010,260000000.0,591794936.0,profit
2.711136,863171911.0,863171911,200000000,1063171911,Toy Story 3,Lee Unkrich,103,Animation|Family|Comedy,Walt Disney Pictures|Pixar Animation Studios,6/16/10,2924,7.5,2010,200000000.0,1063171911.0,profit
2.586787,183329073.0,183329073,110000000,293329073,Salt,Phillip Noyce,100,Action|Thriller|Crime|Mystery,Columbia Pictures|Di Bonaventura Pictures|Relativity Media|Wintergreen Productions,7/21/10,1433,6.2,2010,110000000.0,293329073.0,profit
2.440611,17692920.0,17692920,18000000,35692920,127 Hours,Danny Boyle,94,Adventure|Drama|Thriller,Fox Searchlight Pictures|Dune Entertainment|Darlow Smithson Productions|Warner Bros.|Cloud Eight Films,11/5/10,1645,6.9,2010,18000000.0,35692920.0,profit
2.332359,66952305.0,66952305,8000000,74952305,Easy A,Will Gluck,92,Comedy,Screen Gems|Olive Bridge Entertainment,9/10/10,1303,6.6,2010,8000000.0,74952305.0,profit
2.245241,260686217.0,260686217,155000000,415686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,Michael Apted,113,Adventure|Family|Fantasy,Dune Entertainment|Fox 2000 Pictures|Walden Media,8/13/10,905,6.0,2010,155000000.0,415686217.0,profit
2.225609,68188903.0,68188903,28000000,96188903,Kick-Ass,Matthew Vaughn,117,Action|Crime,Lions Gate,3/22/10,3085,7.0,2010,28000000.0,96188903.0,profit
2.162441,178346189.0,178346189,100000000,278346189,The Tourist,Florian Henckel von Donnersmarck,103,Action|Thriller|Romance,Spyglass Entertainment|Peninsula Films|StudioCanal|GK Films|Italian Tax Credit,12/8/10,1084,6.0,2010,100000000.0,278346189.0,profit
2.128799,185154643.0,185154643,150000000,335154643,Prince of Persia: The Sands of Time,Mike Newell,116,Adventure|Fantasy|Action|Romance,Walt Disney Pictures|Jerry Bruckheimer Films,5/19/10,1545,6.1,2010,150000000.0,335154643.0,profit
2.11831,110669540.0,110669540,200000000,310669540,Robin Hood,Ridley Scott,140,Action,Imagine Entertainment|Universal Pictures|Scott Free Productions|Relativity Media,5/12/10,844,6.1,2010,200000000.0,310669540.0,profit
2.100704,214276927.0,214276927,38000000,252276927,True Grit,Ethan Coen|Joel Coen,110,Drama|Adventure|Western,Paramount Pictures|Scott Rudin Productions|Mike Zoss Productions|Skydance Productions,12/22/10,1084,7.0,2010,38000000.0,252276927.0,profit
2.087252,107713139.0,107713139,125000000,232713139,Clash of the Titans,Louis Leterrier,106,Adventure|Fantasy|Action,The Zanuck Company|Legendary Pictures|Thunder Road Pictures|Warner Bros.|Moving Picture Company (MPC),4/1/10,1530,5.6,2010,125000000.0,232713139.0,profit
2.053855,65283742.0,65283742,150000000,215283742,The Sorcerer's Apprentice,Jon Turteltaub,109,Fantasy|Adventure|Action|Comedy|Drama,Walt Disney Pictures|Jerry Bruckheimer Films|Saturn Films|Broken Road Productions|Junction Entertainment,7/13/10,871,5.8,2010,150000000.0,215283742.0,profit
2.033563,-30000000.0,-30000000,30000000,0,Letters to Juliet,Gary Winick,105,Comedy|Drama|Romance,Summit Entertainment|Applehead Pictures,5/14/10,482,6.5,2010,30000000.0,0.0,loss
1.923694,184920315.0,184920315,40000000,224920315,The Social Network,David Fincher,120,Drama,Columbia Pictures|Scott Rudin Productions|Relativity Media,9/30/10,2022,7.1,2010,40000000.0,224920315.0,profit
1.906739,-12335441.0,-12335441,60000000,47664559,Scott Pilgrim vs. the World,Edgar Wright,112,Action|Adventure|Comedy,Universal Pictures|Marc Platt Productions,7/27/10,1258,7.2,2010,60000000.0,47664559.0,loss
1.903671,210650585.0,210650585,100000000,310650585,Little Fockers,Paul Weitz,98,Comedy|Romance,Paramount Pictures|Universal Pictures|Everyman Pictures|Relativity Media|Dreamworks Pictures,12/21/10,717,5.4,2010,100000000.0,310650585.0,profit
1.888263,86248813.0,86248813,40000000,126248813,Predators,NimrÃ³d Antal,107,Action|Science Fiction|Adventure|Thriller,Twentieth Century Fox Film Corporation|Davis Entertainment|Dune Entertainment III|Troublemaker Studios,7/3/10,722,5.8,2010,40000000.0,126248813.0,profit
1.878018,131497209.0,131497209,95000000,226497209,Percy Jackson & the Olympians: The Lightning Thief,Chris Columbus,118,Adventure|Fantasy|Family,Ingenious Film Partners|1492 Pictures|Dune Entertainment|Fox 2000 Pictures|Sunswept Entertainment,2/1/10,1175,6.0,2010,95000000.0,226497209.0,profit
1.874641,67805466.0,67805466,100000000,167805466,Unstoppable,Tony Scott,98,Action|Thriller,Twentieth Century Fox Film Corporation|Scott Free Productions|Firm Films|Prospect Park|Millbrook Farm Productions,11/4/10,733,6.2,2010,100000000.0,167805466.0,profit
1.820934,587600867.0,587600867,165000000,752600867,Shrek Forever After,Mike Mitchell,93,Comedy|Adventure|Fantasy|Animation|Family,DreamWorks Animation,5/16/10,1191,6.0,2010,165000000.0,752600867.0,profit
1.784073,89977104.0,89977104,25000000,114977104,Dear John,Lasse HallstrÃ¶m,115,Drama|Romance|War,Screen Gems,2/4/10,737,6.5,2010,25000000.0,114977104.0,profit
1.730679,67238796.0,67238796,110000000,177238796,The A-Team,Joe Carnahan,117,Thriller|Action|Adventure|Comedy|Crime,20th Century Fox,6/10/10,1162,6.2,2010,110000000.0,177238796.0,profit
1.720825,13664962.0,13664962,58000000,71664962,RED,Robert Schwentke,111,Action|Adventure|Comedy|Crime|Thriller,DC Comics|Di Bonaventura Pictures|Summit Entertainment|DC Entertainment,10/13/10,2064,6.5,2010,58000000.0,71664962.0,profit
1.71986,11327899.0,11327899,20000000,31327899,Machete,Robert Rodriguez|Ethan Maniquis,105,Action|Comedy|Thriller,Dune Entertainment|Dune Entertainment III|Troublemaker Studios|Overnight Films,9/1/10,753,6.2,2010,20000000.0,31327899.0,profit
1.659355,191430189.0,191430189,80000000,271430189,Grown Ups,Dennis Dugan,102,Comedy,Columbia Pictures|Happy Madison Productions|Relativity Media,6/24/10,1144,6.1,2010,80000000.0,271430189.0,profit
1.624483,77107755.0,77107755,80000000,157107755,The Book of Eli,Albert Hughes|Allen Hughes,118,Action|Thriller|Science Fiction,Alcon Entertainment|Silver Pictures,1/14/10,1506,6.5,2010,80000000.0,157107755.0,profit
1.618371,97263880.0,97263880,55000000,152263880,Date Night,Shawn Levy,97,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|21 Laps Entertainment,4/8/10,781,5.9,2010,55000000.0,152263880.0,profit
1.614028,117026136.0,117026136,37000000,154026136,The Town,Ben Affleck,125,Crime|Drama|Thriller,Legendary Pictures|GK Films|Thunder Road Pictures|Warner Bros.,9/15/10,930,6.9,2010,37000000.0,154026136.0,profit
1.57937,-20000000.0,-20000000,20000000,0,Remember Me,Allen Coulter,113,Drama|Romance,Summit Entertainment,3/12/10,568,6.8,2010,20000000.0,0.0,loss
1.546212,630491347.0,630491347,68000000,698491347,The Twilight Saga: Eclipse,David Slade,124,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,6/23/10,1331,5.9,2010,68000000.0,698491347.0,profit
1.540322,191885765.0,191885765,130000000,321885765,Megamind,Tom McGrath,95,Animation|Action|Comedy|Family|Science Fiction,DreamWorks Animation,10/28/10,1190,6.6,2010,130000000.0,321885765.0,profit
1.538276,168502923.0,168502923,150000000,318502923,The Last Airbender,M. Night Shyamalan,103,Action|Adventure|Family|Fantasy,"Paramount Pictures|Nickelodeon Movies|Kennedy/Marshall Company, The|Industrial Light & Magic (ILM)|Blinding Edge Pictures",6/30/10,732,4.7,2010,150000000.0,318502923.0,profit
1.419224,70432927.0,70432927,100000000,170432927,The Other Guys,Adam McKay,107,Action|Comedy|Crime,Columbia Pictures|Gary Sanchez Productions,8/6/10,951,6.1,2010,100000000.0,170432927.0,profit
1.402935,0.0,0,0,0,30 Days of Night: Dark Days,Ben Ketai,92,Horror|Thriller,Ghost House Pictures,10/4/10,74,4.8,2010,0.0,0.0,at cost
1.396973,95509150.0,95509150,1500000,97009150,Insidious,James Wan,103,Horror|Thriller,Alliance Films|IM Global|Stage 6 Films|Haunted Movies,9/13/10,999,6.7,2010,1500000.0,97009150.0,profit
1.386743,129291809.0,129291809,30000000,159291809,Step Up 3D,Jon M. Chu,107,Drama|Romance,Summit Entertainment|Touchstone Pictures,8/4/10,365,6.5,2010,30000000.0,159291809.0,profit
1.385499,399211549.0,399211549,15000000,414211549,The King's Speech,Tom Hooper,118,Drama|History,The Weinstein Company|UK Film Council|Bedlam Productions|See-Saw Films|Aegis Film Fund,9/6/10,1688,7.4,2010,15000000.0,414211549.0,profit
1.365279,72820008.0,72820008,30000000,102820008,Love & Other Drugs,Edward Zwick,112,Drama|Comedy|Romance,Bedford Falls Productions|Dune Entertainment|Regency Enterprises|Fox 2000 Pictures|Stuber Productions,11/22/10,756,6.5,2010,30000000.0,102820008.0,profit
1.36053,-9651751.0,-9651751,30000000,20348249,The Way Back,Peter Weir,133,Drama|Adventure|History,Polish Film Institute|Imagenation Abu Dhabi FZ|Exclusive Films|Monolith Films|On the Road,9/3/10,246,6.7,2010,30000000.0,20348249.0,loss
1.348633,-13590109.0,-13590109,32000000,18409891,Repo Men,Miguel Sapochnik,111,Action|Science Fiction|Thriller|Crime,Universal Pictures|Stuber Productions|Dentsu|Relativity Media,3/18/10,375,6.1,2010,32000000.0,18409891.0,loss
1.344701,644937.0,644937,7000000,7644937,Last Night,Massy Tadjedin,90,Drama|Romance,Gaumont|Nick Wechsler Productions|Star Entertainment,5/11/10,150,6.1,2010,7000000.0,7644937.0,profit
1.325302,144930431.0,144930431,117000000,261930431,Knight and Day,James Mangold,109,Action|Comedy,Tree Line Films|Twentieth Century Fox Film Corporation|Dune Entertainment|Regency Enterprises|Pink Machine,6/15/10,1045,5.9,2010,117000000.0,261930431.0,profit
1.302132,-3000000.0,-3000000,3000000,0,Undisputed III: Redemption,Isaac Florentine,96,Action|Thriller,Nu Image Films|Undisputed 3 Productions,5/22/10,87,7.4,2010,3000000.0,0.0,loss
1.271623,144594016.0,144594016,60000000,204594016,Eat Pray Love,Ryan Murphy,133,Drama,Columbia Pictures|Red Om Films|Plan B Entertainment,8/12/10,407,5.7,2010,60000000.0,204594016.0,profit
1.271367,11355734.0,11355734,1000000,12355734,Blue Valentine,Derek Cianfrance,112,Drama|Romance,Hunting Lane Films|Silverwood Films|Incentive Filmed Entertainment|Chrysler Corporation|Shade Pictures,12/27/10,530,6.9,2010,1000000.0,12355734.0,profit
1.255298,96000000.0,96000000,40000000,136000000,The Bounty Hunter,Andy Tennant,110,Action,Columbia Pictures|Original Film|Relativity Media|Madhouse Entertainment,3/16/10,553,5.5,2010,40000000.0,136000000.0,profit
1.2347,10922472.0,10922472,19000000,29922472,Leap Year,Anand Tucker,100,Romance|Comedy,Universal Pictures|Spyglass Entertainment|Octagon Films|BenderSpink|Birnbaum/Barber,1/8/10,283,6.3,2010,19000000.0,29922472.0,profit
1.206958,-5117111.0,-5117111,100000000,94882889,Green Zone,Paul Greengrass,115,Action|Adventure|Drama|Thriller,Universal Pictures|StudioCanal|Dentsu|Relativity Media|Working Title Films,3/11/10,445,6.3,2010,100000000.0,94882889.0,loss
1.203837,125382724.0,125382724,112000000,237382724,Gulliver's Travels,Rob Letterman,85,Comedy,Twentieth Century Fox Film Corporation|Dune Entertainment|Davis Entertainment|Dune Entertainment III,12/25/10,375,5.0,2010,112000000.0,237382724.0,profit
1.202845,42477008.0,42477008,35000000,77477008,The Back-Up Plan,Alan Poul,106,Comedy|Romance,Escape Artists|CBS Films,4/23/10,290,5.7,2010,35000000.0,77477008.0,profit
1.166631,4190704.0,4190704,44000000,48190704,Charlie St. Cloud,Burr Steers,99,Drama,Universal Pictures|Marc Platt Productions|Relativity Media,5/1/10,324,6.8,2010,44000000.0,48190704.0,profit
1.147365,30830607.0,30830607,19000000,49830607,The Switch,Josh Gordon|Will Speck,101,Comedy|Romance|Drama,Mandate Pictures|Bona Fide Productions|Echo Films,5/11/10,388,5.8,2010,19000000.0,49830607.0,profit
1.14644,-7004189.0,-7004189,10000000,2995811,The Runaways,Floria Sigismondi,106,Drama|Music,River Road Entertainment|Road Rebel|Linson Entertainment,3/19/10,133,6.3,2010,10000000.0,2995811.0,loss
1.145806,164485654.0,164485654,52000000,216485654,Valentine's Day,Garry Marshall,125,Comedy|Romance,New Line Cinema|Karz Entertainment|Rice Films,2/10/10,675,5.6,2010,52000000.0,216485654.0,profit
1.138389,11993168.0,11993168,25000000,36993168,Don't Be Afraid of the Dark,Troy Nixey,99,Fantasy|Horror|Thriller,Miramax Films|Gran Via Productions|FilmDistrict|Necropia|Tequila Gang,11/6/10,186,5.4,2010,25000000.0,36993168.0,profit
1.137934,0.0,0,0,0,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,76,Animation|Adventure|Family|Fantasy,DisneyToon Studios|Walt Disney Animation Studios|Prana Animation Studios,8/13/10,138,6.3,2010,0.0,0.0,at cost
1.134397,116150434.0,116150434,20000000,136150434,Saw 3D,Kevin Greutert,90,Horror|Crime,Lionsgate|Twisted Pictures|Serendipity Productions,10/21/10,397,5.8,2010,20000000.0,136150434.0,profit
1.125831,317852395.0,317852395,40000000,357852395,The Karate Kid,Harald Zwart,140,Action|Adventure|Drama|Family,Columbia Pictures|Jerry Weintraub Productions|China Film Group|Overbrook Entertainment,6/10/10,1019,6.1,2010,40000000.0,357852395.0,profit
1.119731,146780824.0,146780824,65000000,211780824,Due Date,Todd Phillips,95,Comedy|Drama,Legendary Pictures|Green Hat Films|Warner Bros.,11/4/10,1015,6.2,2010,65000000.0,211780824.0,profit
1.111487,-4546957.0,-4546957,8000000,3453043,Wild Target,Jonathan Lynn,98,Action|Comedy,Matador Pictures|Isle of Man Film|Magic Light Pictures|CinemaNX|Cinema Four,6/17/10,101,6.1,2010,8000000.0,3453043.0,loss
1.107689,615806.0,615806,52000000,52615806,From Paris with Love,Pierre Morel,92,Action|Crime|Thriller,ApipoulaÃ¯|M6 Films|Canal+|TPS Star|Grive Productions,2/5/10,432,6.1,2010,52000000.0,52615806.0,profit
1.107358,15222298.0,15222298,45000000,60222298,The Ghost Writer,Roman Polanski,128,Thriller|Mystery,Studio Babelsberg|Runteam Ltd.|R.P. Productions|France 2 CinÃ©ma,2/12/10,357,6.5,2010,45000000.0,60222298.0,profit
1.084894,-1508760.0,-1508760,8000000,6491240,It's Kind of a Funny Story,Anna Boden|Ryan Fleck,101,Comedy|Drama,Focus Features,7/6/10,364,6.9,2010,8000000.0,6491240.0,loss
1.078211,21148651.0,21148651,30000000,51148651,The Next Three Days,Paul Haggis,133,Romance|Drama|Thriller|Crime,Lionsgate|FidÃ©litÃ© Films|Hwy61,11/18/10,570,6.8,2010,30000000.0,51148651.0,profit
1.074308,80664037.0,80664037,35000000,115664037,A Nightmare on Elm Street,Samuel Bayer,95,Horror|Mystery|Thriller,New Line Cinema|Platinum Dunes,4/30/10,423,5.5,2010,35000000.0,115664037.0,profit
1.065023,-1420000.0,-1420000,25000000,23580000,The Losers,Sylvain White,97,Action|Adventure|Crime|Mystery|Thriller,DC Comics|Weed Road Pictures|Dark Castle Entertainment|Warner Bros.|DC Entertainment,4/23/10,298,6.2,2010,25000000.0,23580000.0,loss
1.054685,-15809131.0,-15809131,25000000,9190869,The Fighter,David O. Russell,116,Drama,Paramount Pictures,12/17/10,965,7.1,2010,25000000.0,9190869.0,loss
1.047978,50029656.0,50029656,40000000,90029656,Get Him to the Greek,Nicholas Stoller,109,Comedy,Universal Pictures|Spyglass Entertainment|Relativity Media|Apatow Productions,6/4/10,359,5.9,2010,40000000.0,90029656.0,profit
1.046994,0.0,0,0,0,Tucker and Dale vs Evil,Eli Craig,89,Comedy|Horror,Eden Rock Media,1/22/10,457,7.2,2010,0.0,0.0,at cost
1.023117,-36461000.0,-36461000,47000000,10539000,Jonah Hex,Jimmy Hayward,80,Action|Western|Drama|Fantasy|Thriller,Warner Bros.,6/18/10,252,4.4,2010,47000000.0,10539000.0,loss
1.010874,-65000000.0,-65000000,65000000,0,Arthur 3: la guerre des deux mondes,Luc Besson,101,Animation|Adventure|Fantasy|Family,ApipoulaÃ¯|Avalanche Productions,8/22/10,185,5.3,2010,65000000.0,0.0,loss
1.009826,0.0,0,0,0,Stomp the Yard 2: Homecoming,Rob Hardy,90,Drama|Music,Sony Pictures|Rainforest Films,10/10/10,19,5.4,2010,0.0,0.0,at cost
1.00879599999999,-22000000.0,-22000000,22000000,0,My Name Is Khan,Karan Johar,145,Drama|Romance,Fox Searchlight Pictures|Red Chillies Entertainment|Foxstar,2/12/10,140,7.6,2010,22000000.0,0.0,loss
1.004446,60547866.0,60547866,20000000,80547866,Vampires Suck,Jason Friedberg|Aaron Seltzer,82,Horror|Comedy,20th Century Fox|Regency Enterprises,8/18/10,177,4.3,2010,20000000.0,80547866.0,profit
1.003782,5871522.0,5871522,2000000,7871522,Inside Job,Charles Ferguson,109,Documentary,Sony Pictures Classics|Sony Pictures Home Entertainment,10/8/10,171,7.6,2010,2000000.0,7871522.0,profit
0.997641,23159963.0,23159963,75000000,98159963,Killers,Robert Luketic,100,Action|Comedy|Thriller|Romance,Katalyst Films|Lionsgate|Aversano Films,6/4/10,530,5.7,2010,75000000.0,98159963.0,profit
0.992107,41918658.0,41918658,26000000,67918658,Legion,Scott Stewart,100,Horror,Bold Films,1/21/10,376,5.0,2010,26000000.0,67918658.0,profit
0.988366,3317662.0,3317662,0,3317662,13,GÃ©la Babluani,97,Drama|Thriller,Oceana Media Finance|Barbarian Films|Overnight Films|Cinedigm|Magnet Media Group,3/12/10,135,5.9,2010,0.0,3317662.0,profit
0.984762,188347692.0,188347692,100000000,288347692,Sex and the City 2,Michael Patrick King,146,Comedy|Drama|Romance,New Line Cinema|Village Roadshow Pictures|Home Box Office (HBO)|HBO Films,5/26/10,275,5.5,2010,100000000.0,288347692.0,profit
0.982925,12005248.0,12005248,20000000,32005248,You Again,Andy Fickman,105,Comedy|Romance,Oops Doughnuts Productions|Touchstone Pictures|Frontier Pictures,9/24/10,213,6.0,2010,20000000.0,32005248.0,profit
0.981468,58246388.0,58246388,35000000,93246388,Nanny McPhee and the Big Bang,Susanna White,109,Fantasy|Comedy,Universal Pictures|Three Strange Angels|Studio Canal|Relativity Media|Working Title Films,3/26/10,228,6.0,2010,35000000.0,93246388.0,profit
0.944055,28572262.0,28572262,36000000,64572262,Hot Tub Time Machine,Steve Pink,101,Science Fiction|Comedy|Adventure,United Artists|Metro-Goldwyn-Mayer (MGM)|New Crime Productions,3/26/10,550,5.9,2010,36000000.0,64572262.0,profit
0.932529,-21800000.0,-21800000,21800000,0,The Experiment,Paul Scheuring,120,Thriller|Drama,Tax Credit Finance|Stage 6 Films|Inferno Entertainment|Cinedigm|Magnet Media Productions,7/15/10,143,6.6,2010,21800000.0,0.0,loss
0.919635,4145613.0,4145613,20000000,24145613,Let Me In,Matt Reeves,116,Drama|Horror|Mystery,Hammer Film Productions|EFTI|Exclusive Media Group|Overture Films,10/1/10,353,6.6,2010,20000000.0,24145613.0,profit
0.918093,-12244788.0,-12244788,14000000,1755212,Flipped,Rob Reiner,90,Comedy|Drama|Romance,Castle Rock Entertainment,8/6/10,259,7.2,2010,14000000.0,1755212.0,loss
0.914278,60073390.0,60073390,80000000,140073390,Legend of the Guardians: The Owls of Ga'Hoole,Zack Snyder,97,Animation|Adventure|Family|Fantasy,Village Roadshow Pictures|Warner Bros.|Animal Logic|Cruel and Unusual Films,7/10/10,471,6.5,2010,80000000.0,140073390.0,profit
0.912689,37055695.0,37055695,32000000,69055695,Takers,John Luessenhop,107,Action|Crime|Drama|Thriller,Rainforest Films,8/26/10,248,6.1,2010,32000000.0,69055695.0,profit
0.912122,34519773.0,34519773,55000000,89519773,Burlesque,Steve Antin,119,Drama|Romance,Bedford Falls Productions,11/23/10,341,6.8,2010,55000000.0,89519773.0,profit
0.892355999999999,-10117423.0,-10117423,15000000,4882577,The Company Men,John Wells,104,Drama,Spring Creek Productions|Battle Mountain Films,10/21/10,133,6.4,2010,15000000.0,4882577.0,loss
